,Unnamed: 0,title,price,bedrooms,bathrooms,area,location
1731,1731,Tynwald - House,"$105,000",4 bedrooms,1 bathrooms,420 m²,harare west
1732,1732,Romney Park - House,"$105,000",4 bedrooms,2 bathrooms,1200 m²,bulawayo north
1733,1733,Marlborough - Townhouse Complex,"$130,000",3 bedrooms,2 bathrooms,400 m²,harare west
1734,1734,Zimre Park - House,"$95,000",4 bedrooms,1 bathrooms,800 m²,harare east
1735,1735,Queensdale - House,"$150,000",3 bedrooms,2 bathrooms,1191 m²,harare south
1736,1736,Milton Park - House,"$550,000",7 bedrooms,2 bathrooms,2631 m²,harare west
1737,1737,Mount Pleasant Heights - House,"$175,000",4 bedrooms,2 bathrooms,2000 m²,harare north
1738,1738,Emganwini - House,"$30,000",2 bedrooms,1 bathrooms,200 m²,bulawayo high density
1739,1739,Borrowdale - House,"$420,000",5 bedrooms,4 bathrooms,2079 m²,harare north
1740,1740,Chitungwiza - House,"$28,000",4 bedrooms,1 bathrooms,300 m²,chitungwiza
1741,1741,Budiriro - House,"$29,000",2 bedrooms,not stated,298 m²,harare high density
1742,1742,Glen Lorne - House,"$400,000",4 bedrooms,2 bathrooms,2000 m²,harare north
1743,1743,Belvedere - House,"$350,000",4 bedrooms,not stated,820 m²,harare west
1744,1744,Belvedere - House,"$280,000",3 bedrooms,not stated,1382 m²,harare west
1745,1745,Norton - House,"$32,000",4 bedrooms,1 bathrooms,240 m²,norton
1746,1746,Sunway City - House,"$75,000",4 bedrooms,not stated,2400 m²,harare east
1747,1747,Zimre Park - House,"$58,000",4 bedrooms,not stated,650 m²,harare east
1748,1748,Bluff Hill - Townhouse Complex,"$112,000",3 bedrooms,2 bathrooms,463 m²,harare west
1749,1749,Matidoda - House,"$70,000",4 bedrooms,2 bathrooms,500 m²,harare west
1750,1750,Chisipite - House,"$750,000",5 bedrooms,4 bathrooms,7000 m²,harare north
1751,1751,Dangamvura - House,"$28,000",2 bedrooms,1 bathrooms,1050 m²,mutare
1752,1752,Chikanga - House,"$35,000",3 bedrooms,2 bathrooms,300 m²,mutare
1753,1753,Tynwald - House,"$68,000",3 bedrooms,2 bathrooms,326 m²,harare west
1754,1754,Adelaide Park - House,"$58,000",3 bedrooms,2 bathrooms,400 m²,harare high density
1755,1755,Belvedere - House,"$210,000",4 bedrooms,2 bathrooms,2000 m²,harare west
1756,1756,Cold Comfort - House,"$75,000",4 bedrooms,1 bathrooms,800 m²,harare west
1757,1757,Mabvuku - Cottage,"$7,000",1 bedrooms,1 bathrooms,300 m²,harare high density
1758,1758,Manyame Park - House,"$45,000",4 bedrooms,2 bathrooms,250 m²,chitungwiza
1759,1759,Hatfield - House,"$200,000",4 bedrooms,3 bathrooms,1000 m²,harare south
1760,1760,Greendale - House,"$150,000",4 bedrooms,2 bathrooms,400 m²,harare east
1761,1761,Malindela - House,"$90,000",3 bedrooms,not stated,800 m²,bulawayo south
1762,1762,Southview Park - House,"$52,000",4 bedrooms,2 bathrooms,240 m²,harare south
1763,1763,Sandton Park - House,"$130,000",5 bedrooms,5 bathrooms,1000 m²,harare west
1764,1764,Ashdown Park - House,"$150,000",3 bedrooms,not stated,890 m²,harare west
1765,1765,Arlington - Townhouse Complex,"$155,000",3 bedrooms,not stated,320 m²,harare south
1766,1766,New Marlborough - House,"$290,000",6 bedrooms,5 bathrooms,2000 m²,harare west
1767,1767,Marlborough - House,"$220,000",3 bedrooms,1 bathrooms,4400 m²,harare west
1768,1768,Chadcombe - House,"$400,000",8 bedrooms,4 bathrooms,1800 m²,harare south
1769,1769,Madokero - House,"$90,000",4 bedrooms,2 bathrooms,400 m²,harare west
1770,1770,Emganwini - House,"$35,000",4 bedrooms,2 bathrooms,250 m²,bulawayo high density
1771,1771,Hillside - House,"$195,000",5 bedrooms,not stated,4046 m²,bulawayo south
1772,1772,Cotswold Hills - House,"$120,000",3 bedrooms,2 bathrooms,1300 m²,harare west
1773,1773,Fairview - House,"$160,000",4 bedrooms,2 bathrooms,1000 m²,harare west
1774,1774,Greystone Park - House,"$470,000",5 bedrooms,not stated,2 bathrooms,harare north
1775,1775,St. Martins - House,"$90,000",5 bedrooms,1 bathrooms,1200 m²,harare south
1776,1776,Glen Forest - House,"$175,000",5 bedrooms,2 bathrooms,17000 m²,harare north
1777,1777,Tynwald - House,"$65,000",3 bedrooms,1 bathrooms,326 m²,harare west
1778,1778,Monavale - House,"$300,000",3 bedrooms,not stated,4000 m²,harare west
1779,1779,Philadelphia - House,"$350,000",8 bedrooms,7 bathrooms,3958 m²,harare north
1780,1780,Cranborne - House,"$100,000",4 bedrooms,2 bathrooms,740 m²,harare south
1781,1781,Barham Green - House,"$95,000",3 bedrooms,1 bathrooms,867 m²,bulawayo south
1782,1782,Arlington - House,"$168,000",3 bedrooms,1 bathrooms,375 m²,harare south
1783,1783,Ashdown Park - House,"$140,000",4 bedrooms,2 bathrooms,617 m²,harare west
1784,1784,Norton - House,"$23,000",3 bedrooms,1 bathrooms,1000 m²,norton
1785,1785,Meyrick Park - House,"$190,000",3 bedrooms,not stated,3700 m²,harare west
1786,1786,Belvedere - House,"$180,000",3 bedrooms,not stated,1400 m²,harare west
1787,1787,Prospect - House,"$75,000",3 bedrooms,1 bathrooms,1200 m²,harare south
1788,1788,Tynwald - House,"$95,000",2 bedrooms,1 bathrooms,3356 m²,harare west
1789,1789,Nkulumane - House,"$32,000",3 bedrooms,not stated,450 m²,bulawayo high density
1790,1790,Chitungwiza - House,"$40,000",3 bedrooms,4 bathrooms,300 m²,chitungwiza
1791,1791,Mount Pleasant Heights - House,"$140,000",3 bedrooms,2 bathrooms,1800 m²,harare north
1792,1792,Mainway Meadows - Cottage,"$130,000",4 bedrooms,3 bathrooms,749 m²,harare south
1793,1793,Mufakose - House,"$28,000",3 bedrooms,1 bathrooms,200 m²,harare high density
1794,1794,Arlington - House,"$300,000",5 bedrooms,3 bathrooms,1000 m²,harare south
1795,1795,Nkulumane - House,"$18,500",2200 bedrooms,not stated,200 m²,bulawayo high density
1796,1796,Ilanda - House,"$150,000",3 bedrooms,not stated,2 bathrooms,bulawayo east
1797,1797,Belvedere - House,"$220,000",3 bedrooms,2 bathrooms,1500 m²,harare west
1798,1798,Suburbs - House,"$150,000",4 bedrooms,not stated,2 bathrooms,bulawayo east
1799,1799,Upper Hillside - House,"$149,000",3 bedrooms,not stated,1 bathrooms,harare east
1800,1800,Woodlands - House,"$150,000",4 bedrooms,not stated,2600 m²,bulawayo east
1801,1801,Cowdray Park - House,"$28,500",4 bedrooms,not stated,300 m²,bulawayo high density
1802,1802,Mainway Meadows - House,"$55,000",3 bedrooms,2 bathrooms,500 m²,harare south
1803,1803,Burnside - House,"$130,000",4 bedrooms,not stated,8093 m²,bulawayo east
1804,1804,Rydale Ridge - House,"$48,000",4 bedrooms,2 bathrooms,330 m²,harare high density
1805,1805,Famona - House,"$170,000",3 bedrooms,2 bathrooms,800 m²,bulawayo south
1806,1806,"Kumalo - House, Townhouse Complex","$270,000",4 bedrooms,not stated,940 m²,bulawayo east
1807,1807,Damofalls - House,"$68,000",4 bedrooms,2 bathrooms,879 m²,damofalls
1808,1808,Ruwa - House,"$28,000",3 bedrooms,1 bathrooms,300 m²,ruwa
1809,1809,Mount Pleasant - Townhouse Complex,"$320,000",4 bedrooms,3 bathrooms,4000 m²,harare north
1810,1810,Greendale - Townhouse Complex,"$230,000",3 bedrooms,2 bathrooms,4000 m²,harare east
1811,1811,Madokero - House,"$150,000",4 bedrooms,2 bathrooms,380 m²,harare west
1812,1812,"Avenues - House, Townhouse Complex","$140,000",3 bedrooms,2 bathrooms,200 m²,harare cbd
1813,1813,Upper Hillside - House,"$190,000",3 bedrooms,not stated,1300 m²,harare east
1814,1814,Milton Park - House,"$330,000",3 bedrooms,2 bathrooms,2216 m²,harare west
1815,1815,Marondera - Townhouse Complex,"$45,000",3 bedrooms,2 bathrooms,320 m²,marondera
1816,1816,Budiriro - House,"$35,000",4 bedrooms,not stated,300 m²,harare high density
1817,1817,Glen Norah - House,"$30,000",2 bedrooms,1 bathrooms,100 m²,harare high density
1818,1818,Mabvazuva - House,"$80,000",4 bedrooms,3 bathrooms,400 m²,ruwa
1819,1819,"Mount Pleasant Heights - Townhouse Complex, House","$190,000",5 bedrooms,3 bathrooms,2000 m²,harare north
1820,1820,Tynwald - House,"$45,000",4 bedrooms,not stated,200 m²,harare west
1821,1821,Nhowe - Cottage,"$65,000",2 bedrooms,not stated,2200 m²,norton
1822,1822,Dawnview Park - Townhouse Complex,"$120,000",5 bedrooms,2 bathrooms,530 m²,harare west
1823,1823,Quinnington - House,"$420,000",6 bedrooms,not stated,4000 m²,harare north
1824,1824,Tynwald - House,"$100,000",3 bedrooms,2 bathrooms,490 m²,harare west
1825,1825,Mt Pleasant Heights - House,"$200,000",5 bedrooms,not stated,2000 m²,harare west
1826,1826,Belvedere - House,"$200,000",3 bedrooms,1 bathrooms,2000 m²,harare west
1827,1827,Greendale North - House,"$390,000",4 bedrooms,2 bathrooms,4400 m²,harare north
1828,1828,Fortunes Gate - House,"$160,000",3 bedrooms,not stated,2 bathrooms,bulawayo east
1829,1829,Bellevue - House,"$85,000",3 bedrooms,not stated,2479 m²,bulawayo south
1830,1830,"Brookview - House, House","$180,000",6 bedrooms,not stated,2000 m²,harare north
1831,1831,Hogerty Hill - Townhouse Complex,"$290,000",3 bedrooms,2 bathrooms,987 m²,harare north
1832,1832,Hogerty Hill - House,"$430,000",6 bedrooms,6 bathrooms,2600 m²,harare north
1833,1833,Zengeza - House,"$25,000",4 bedrooms,1 bathrooms,200 m²,chitungwiza
1834,1834,Gunhill - House,"$400,000",4 bedrooms,3 bathrooms,2800 m²,harare north
1835,1835,Glen Lorne - House,"$500,000",4 bedrooms,3 bathrooms,5000 m²,harare north
1836,1836,Lochview - House,"$130,000",5 bedrooms,not stated,4046 m²,bulawayo east
1837,1837,New Luveve - House,"$29,000",3 bedrooms,not stated,635 m²,bulawayo high density
1838,1838,Hillside - House,"$195,000",5 bedrooms,not stated,4046 m²,bulawayo south
1839,1839,Bloomingdale - House,"$95,000",3 bedrooms,not stated,434 m²,harare west
1840,1840,Chicago - House,"$290,000",3 bedrooms,1 bathrooms,4500 m²,kwekwe
1841,1841,Morningside - House,"$110,000",3 bedrooms,not stated,1339 m²,bulawayo south
1842,1842,Mainway Meadows - House,"$95,000",4 bedrooms,not stated,2 bathrooms,harare south
1843,1843,Lake Chivero - House,"$260,000",4 bedrooms,4 bathrooms,8094 m²,lake chivero
1844,1844,Borrowdale - House,"$850,000",6 bedrooms,3 bathrooms,15000 m²,harare north
1845,1845,Sandton Park - House,"$150,000",5 bedrooms,5 bathrooms,1200 m²,harare west
1846,1846,Borrowdale - House,"$275,000",4 bedrooms,3 bathrooms,350 m²,harare north
1847,1847,Amaveni - House,"$24,000",4 bedrooms,1 bathrooms,350 m²,kwekwe
1848,1848,Bluff Hill - House,"$78,000",3 bedrooms,3 bathrooms,300 m²,harare west
1849,1849,Glen View - House,"$32,000",5 bedrooms,2 bathrooms,300 m²,harare high density
1850,1850,Chitungwiza - House,"$26,000",4 bedrooms,1 bathrooms,300 m²,chitungwiza
1851,1851,Mount Pleasant Heights - House,"$220,000",5 bedrooms,4 bathrooms,2189 m²,harare north
1852,1852,Hogerty Hill - Townhouse Complex,"$350,000",3 bedrooms,2 bathrooms,987 m²,harare north
1853,1853,Riverside South - House,"$95,000",4 bedrooms,1 bathrooms,3783 m²,bulawayo east
1854,1854,Hillside - House,"$145,000",3 bedrooms,1 bathrooms,2479 m²,bulawayo south
1855,1855,Bulawayo City Centre - House,"$150,000",2 bedrooms,not stated,1 bathrooms,bulawayo cbd industrial
1856,1856,Barham Green - House,"$50,000",3 bedrooms,not stated,1 bathrooms,bulawayo south
1857,1857,Zengeza - House,"$22,000",2 bedrooms,1 bathrooms,180 m²,chitungwiza
1858,1858,Greencroft - House,"$165,000",3 bedrooms,2 bathrooms,400 m²,harare west
1859,1859,Old Windsor - House,"$130,000",4 bedrooms,not stated,2000 m²,ruwa
1860,1860,Chitungwiza - House,"$32,000",4 bedrooms,not stated,200 m²,chitungwiza
1861,1861,Waterfalls - House,"$160,000",4 bedrooms,not stated,2200 m²,harare south
1862,1862,Bloomingdale - House,"$115,000",4 bedrooms,not stated,500 m²,harare west
1863,1863,Mainway Meadows - House,"$110,000",3 bedrooms,not stated,570 m²,harare south
1864,1864,Highlands - House,"$680,000",5 bedrooms,not stated,4076 m²,harare north
1865,1865,Chitungwiza - House,"$27,000",4 bedrooms,1 bathrooms,100 m²,chitungwiza
1866,1866,Manyame Park - House,"$26,000",4 bedrooms,1 bathrooms,200 m²,chitungwiza
1867,1867,Glen Lorne - House,"$265,000",5 bedrooms,not stated,5400 m²,harare north
1868,1868,Burnside - House,"$260,000",5 bedrooms,not stated,2 bathrooms,bulawayo east
1869,1869,Greendale - House,"$280,000",3 bedrooms,2 bathrooms,3716 m²,harare east
1870,1870,Manyame Park - House,"$40,000",4 bedrooms,2 bathrooms,250 m²,chitungwiza
1871,1871,Adelaide Park - House,"$49,000",4 bedrooms,3 bathrooms,400 m²,harare high density
1872,1872,Chikanga - House,"$52,000",5 bedrooms,not stated,664 m²,mutare
1873,1873,Damofalls - House,"$60,000",4 bedrooms,not stated,500 m²,damofalls
1874,1874,Budiriro - House,"$21,000",1 bedrooms,1 bathrooms,300 m²,harare high density
1875,1875,Cranborne - House,"$105,000",not stated,not stated,3 bedrooms,harare south
1876,1876,Mabvazuva - House,"$95,000",4 bedrooms,not stated,388 m²,ruwa
1877,1877,Glen Norah - House,"$43,000",4 bedrooms,not stated,225 m²,harare high density
1878,1878,Harare City Centre - House,"$45,000",4 bedrooms,2 bathrooms,165 m²,harare cbd
1879,1879,Marlborough - House,"$790,000",5 bedrooms,6 bathrooms,8244 m²,harare west
1880,1880,Marlborough - House,"$790,000",5 bedrooms,6 bathrooms,8244 m²,harare west
1881,1881,Windsor Park - House,"$130,000",6 bedrooms,4 bathrooms,2000 m²,ruwa
1882,1882,Shawasha Hills - House,"$590,000",8 bedrooms,not stated,4299 m²,harare north
1883,1883,Mabvazuva - House,"$95,000",4 bedrooms,not stated,400 m²,ruwa
1884,1884,Glen Lorne - House,"$500,000",4 bedrooms,not stated,40000 m²,harare north
1885,1885,Madokero - House,"$120,000",4 bedrooms,3 bathrooms,400 m²,harare west
1886,1886,Zengeza - House,"$23,000",3 bedrooms,1 bathrooms,200 m²,chitungwiza
1887,1887,Chitungwiza - House,"$25,000",4 bedrooms,1 bathrooms,300 m²,chitungwiza
1888,1888,"Selbourne Park - House, Townhouse Complex","$120,000",5 bedrooms,not stated,1499 m²,bulawayo east
1889,1889,Greystone Park - House,"$450,000",4 bedrooms,2 bathrooms,5000 m²,harare north
1890,1890,Emerald Hill - House,"$350,000",6 bedrooms,2 bathrooms,1790 m²,harare west
1891,1891,Emerald Hill - House,"$350,000",5 bedrooms,2 bathrooms,1700 m²,harare west
1892,1892,Mt Pleasant Heights - House,"$385,000",5 bedrooms,4 bathrooms,1800 m²,harare west
1893,1893,Suburbs - House,"$120,000",2 bedrooms,1 bathrooms,694 m²,bulawayo east
1894,1894,Nkulumane - House,"$20,000",2 bedrooms,not stated,200 m²,bulawayo high density
1895,1895,Mufakose - House,"$29,000",3 bedrooms,not stated,200 m²,harare high density
1896,1896,"Mount Pleasant - House, Townhouse Complex","$295,000",3 bedrooms,not stated,1000 m²,harare north
1897,1897,Marondera - House,"$23,000",2 bedrooms,1 bathrooms,300 m²,marondera
1898,1898,Hogerty Hill - House,"$500,000",4 bedrooms,2 bathrooms,9500 m²,harare north
1899,1899,"Hogerty Hill - House, Townhouse Complex","$270,000",4 bedrooms,2 bathrooms,500 m²,harare north
1900,1900,Glen Lorne - House,"$750,000",6 bedrooms,not stated,4300 m²,harare north
1901,1901,Kumalo - House,"$285,000",5 bedrooms,3 bathrooms,1 m²,bulawayo east
1902,1902,Avenues - House,"$110,000",2 bedrooms,1 bathrooms,100 m²,harare cbd
1903,1903,Gletwin Park - House,"$1,200,000",7 bedrooms,9 bathrooms,7169 m²,harare north
1904,1904,Fairview - House,"$95,000",3 bedrooms,not stated,1000 m²,harare west
1905,1905,Carrick Creagh - House,"$140,000",6 bedrooms,not stated,1600 m²,harare north
1906,1906,Glen Lorne - House,"$275,000",4 bedrooms,not stated,1846 m²,harare north
1907,1907,Erasmus Park - House,"$80,000",4 bedrooms,2 bathrooms,400 m²,ruwa
1908,1908,Tynwald - House,"$60,000",4 bedrooms,3 bathrooms,386 m²,harare west
1909,1909,Chiredzi - House,"$120,000",4 bedrooms,2 bathrooms,2100 m²,chiredzi
1910,1910,Mkoba - House,"$25,000",2 bedrooms,not stated,200 m²,gweru
1911,1911,Mount Pleasant Heights - House,"$400,000",6 bedrooms,not stated,2080 m²,harare north
1912,1912,Woodville Park - House,"$150,000",3 bedrooms,1 bathrooms,1 m²,bulawayo north
1913,1913,Glen Lorne - House,"$500,000",4 bedrooms,1 bathrooms,4000 m²,harare north
1914,1914,Newton West - House,"$160,000",3 bedrooms,2 bathrooms,4274 m²,bulawayo south
1915,1915,Eastlea - House,"$300,000",3 bedrooms,not stated,1406 m²,harare east
1916,1916,Mtausi Park - House,"$45,000",2 bedrooms,not stated,1900 m²,gweru
1917,1917,Helensvale - House,"$650,000",6 bedrooms,6 bathrooms,5250 m²,harare north
1918,1918,Ruwa - House,"$45,000",2 bedrooms,not stated,1200 m²,ruwa
1919,1919,Hillside - House,"$500,000",3 bedrooms,2 bathrooms,14164 m²,bulawayo south
1920,1920,"Arlington - House, Townhouse Complex","$150,000",3 bedrooms,not stated,2000 m²,harare south
1921,1921,"Mount Pleasant - House, Townhouse Complex","$340,000",4 bedrooms,3 bathrooms,450 m²,harare north
1922,1922,Chitungwiza - House,"$37,000",4 bedrooms,not stated,240 m²,chitungwiza
1923,1923,"Ruwa - House, Townhouse Complex","$130,000",4 bedrooms,not stated,430 m²,ruwa
1924,1924,Ruwa - House,"$85,000",4 bedrooms,not stated,400 m²,ruwa
1925,1925,Suburbs - House,"$350,000",not stated,not stated,5 bedrooms,bulawayo east
1926,1926,Cold Comfort - House,"$70,000",not stated,not stated,3 bedrooms,harare west
1927,1927,Tafara - House,"$47,000",4 bedrooms,not stated,241 m²,harare high density
1928,1928,Mabvuku - House,"$50,000",4 bedrooms,not stated,300 m²,harare high density
1929,1929,Mt Pleasant Heights - House,"$180,000",4 bedrooms,2 bathrooms,3000 m²,harare west
1930,1930,Pomona - House,"$100,000",5 bedrooms,5 bathrooms,2200 m²,harare north
1931,1931,Charlotte Brooke - House,"$105,000",5 bedrooms,not stated,1200 m²,harare north
1932,1932,Greendale - House,"$300,000",6 bedrooms,not stated,2000 m²,harare east
1933,1933,Emerald Hill - House,"$350,000",5 bedrooms,3 bathrooms,1773 m²,harare west
1934,1934,Glen View - House,"$42,000",5 bedrooms,not stated,250 m²,harare high density
1935,1935,Waterfalls - House,"$75,000",4 bedrooms,not stated,350 m²,harare south
1936,1936,Bluff Hill - House,"$145,000",4 bedrooms,not stated,500 m²,harare west
1937,1937,Madokero - House,"$150,000",4 bedrooms,not stated,400 m²,harare west
1938,1938,"Arlington - House, Townhouse Complex","$160,000",3 bedrooms,not stated,380 m²,harare south
1939,1939,Zimre Park - House,"$50,000",3 bedrooms,not stated,500 m²,harare east
1940,1940,Borrowdale - House,"$550,000",4 bedrooms,not stated,4000 m²,harare north
1941,1941,Hillside - House,"$145,000",3 bedrooms,1 bathrooms,1 m²,bulawayo south
1942,1942,Warren Park - House,"$55,000",3 bedrooms,2 bathrooms,350 m²,harare high density
1943,1943,Kuwadzana - House,"$29,000",3 bedrooms,not stated,300 m²,harare high density
1944,1944,Arlington - House,"$160,000",3 bedrooms,2 bathrooms,320 m²,harare south
1945,1945,Queens Park West - House,"$100,000",3 bedrooms,not stated,2 bathrooms,bulawayo north
1946,1946,Mahatshula - House,"$62,000",3 bedrooms,not stated,2 bathrooms,bulawayo north
1947,1947,Hatfield - House,"$110,000",4 bedrooms,not stated,2400 m²,harare south
1948,1948,Chitungwiza - House,"$22,000",2 bedrooms,not stated,200 m²,chitungwiza
1949,1949,Suburbs - House,"$350,000",5 bedrooms,2 bathrooms,3172 m²,bulawayo east
1950,1950,Chitungwiza - House,"$22,000",3 bedrooms,not stated,300 m²,chitungwiza
1951,1951,Zengeza - House,"$31,000",3 bedrooms,not stated,312 m²,chitungwiza
1952,1952,Borrowdale - House,"$997,000",5 bedrooms,3 bathrooms,8670 m²,harare north
1953,1953,Ballantyne Park - House,"$1,350,000",5 bedrooms,4 bathrooms,8093 m²,harare north
1954,1954,Vainona - Townhouse Complex,"$535,000",4 bedrooms,4 bathrooms,2200 m²,harare north
1955,1955,Hogerty Hill - House,"$250,000",3 bedrooms,3 bathrooms,1000 m²,harare north
1956,1956,Aspindale Park - House,"$75,000",not stated,not stated,3 bedrooms,harare west
1957,1957,Kumalo - House,"$180,000",3 bedrooms,2 bathrooms,2677 m²,bulawayo east
1958,1958,Gletwin Park - House,"$380,000",6 bedrooms,not stated,2000 m²,harare north
1959,1959,Cold Comfort - House,"$85,000",4 bedrooms,not stated,200 m²,harare west
1960,1960,Damofalls - House,"$65,000",4 bedrooms,3 bathrooms,450 m²,damofalls
1961,1961,Marlborough - House,"$900,000",6 bedrooms,not stated,8435 m²,harare west
1962,1962,"Avenues - House, Townhouse Complex","$50,000",not stated,not stated,1 bedrooms,harare cbd
1963,1963,Newton West - House,"$115,000",3 bedrooms,1 bathrooms,10800 m²,bulawayo south
1964,1964,Greendale - Townhouse Complex,"$225,000",3 bedrooms,2 bathrooms,7000 m²,harare east
1965,1965,Mazvikadei - House,"$250,000",3 bedrooms,2 bathrooms,5628 m²,mazvikadei
1966,1966,"Chisipite - House, Townhouse Complex","$550,000",5 bedrooms,5 bathrooms,2000 m²,harare north
1967,1967,Eastlea - House,"$370,000",5 bedrooms,not stated,3600 m²,harare east
1968,1968,Woodlands - House,"$135,000",5 bedrooms,not stated,2282 m²,bulawayo east
1969,1969,Mount Pleasant Heights - House,"$310,000",5 bedrooms,4 bathrooms,1800 m²,harare north
1970,1970,Belvedere - House,"$160,000",4 bedrooms,not stated,1000 m²,harare west
1971,1971,Zengeza - House,"$35,000",3 bedrooms,1 bathrooms,176 m²,chitungwiza
1972,1972,Waterfalls - House,"$55,000",3 bedrooms,2 bathrooms,464 m²,harare south
1973,1973,Ruwa - House,"$74,000",4 bedrooms,not stated,400 m²,ruwa
1974,1974,Glaudina - House,"$30,000",3 bedrooms,2 bathrooms,300 m²,harare west
1975,1975,Sunway City - House,"$130,000",5 bedrooms,not stated,2006 m²,harare east
1976,1976,Budiriro - House,"$30,000",2 bedrooms,1 bathrooms,300 m²,harare high density
1977,1977,Gletwin Park - House,"$200,000",4 bedrooms,4 bathrooms,4000 m²,harare north
1978,1978,Chitungwiza - House,"$35,000",3 bedrooms,1 bathrooms,200 m²,chitungwiza
1979,1979,Hatcliffe - House,"$49,000",3 bedrooms,1 bathrooms,1400 m²,harare high density
1980,1980,Rockview - House,"$85,000",4 bedrooms,not stated,1000 m²,harare east
1981,1981,Hillside - Townhouse Complex,"$95,000",2 bedrooms,not stated,2 bathrooms,bulawayo south
1982,1982,Southerton - House,"$60,000",3 bedrooms,not stated,800 m²,harare south
1983,1983,Greystone Park - Townhouse Complex,"$300,000",4 bedrooms,3 bathrooms,6000 m²,harare north
1984,1984,Mandara - House,"$310,000",4 bedrooms,not stated,4047 m²,harare east
1985,1985,Bluff Hill - House,"$75,000",3 bedrooms,2 bathrooms,200 m²,harare west
1986,1986,Norton - House,"$69,000",5 bedrooms,3 bathrooms,2000 m²,norton
1987,1987,Meyrick Park - House,"$220,000",5 bedrooms,3 bathrooms,3700 m²,harare west
1988,1988,Zengeza - House,"$36,000",4 bedrooms,1 bathrooms,400 m²,chitungwiza
1989,1989,Beatrice - House,"$15,000",3 bedrooms,1 bathrooms,300 m²,beatrice
1990,1990,Manyame Park - House,"$33,000",5 bedrooms,2 bathrooms,200 m²,chitungwiza
1991,1991,Mount Pleasant Heights - House,"$200,000",3 bedrooms,2 bathrooms,2400 m²,harare north
1992,1992,Msasa Park - House,"$75,000",3 bedrooms,not stated,479 m²,harare south
1993,1993,Zimre Park - House,"$85,000",3 bedrooms,2 bathrooms,600 m²,harare east
1994,1994,Hatfield - House,"$280,000",6 bedrooms,2 bathrooms,10100 m²,harare south
1995,1995,Mainway Meadows - House,"$120,000",4 bedrooms,3 bathrooms,570 m²,harare south
1996,1996,Hillcrest - House,"$100,000",3 bedrooms,2 bathrooms,1710 m²,bulawayo south
1997,1997,Mt Pleasant Heights - House,"$130,000",5 bedrooms,not stated,2000 m²,harare west
1998,1998,Vainona - Townhouse Complex,"$200,000",4 bedrooms,4 bathrooms,4000 m²,harare north
1999,1999,Mandara - House,"$350,000",4 bedrooms,2 bathrooms,4063 m²,harare east
2000,2000,Chitungwiza - House,"$37,000",4 bedrooms,1 bathrooms,220 m²,chitungwiza
2001,2001,Carrick Creagh - House,"$158,000",6 bedrooms,7 bathrooms,1560 m²,harare north
2002,2002,Marlborough - House,"$290,000",4 bedrooms,2 bathrooms,3700 m²,harare west
2003,2003,Westgate - House,"$170,000",3 bedrooms,2 bathrooms,1182 m²,harare west
2004,2004,Zimre Park - House,"$85,000",3 bedrooms,2 bathrooms,600 m²,harare east
2005,2005,Chivhu - House,"$26,000",3 bedrooms,1 bathrooms,240 m²,chivhu
2006,2006,"Arlington - House, Townhouse Complex","$170,000",4 bedrooms,4 bathrooms,320 m²,harare south
2007,2007,Ashdown Park - House,"$120,000",3 bedrooms,2 bathrooms,798 m²,harare west
2008,2008,Ruwa - House,"$45,000",4 bedrooms,not stated,300 m²,ruwa
2009,2009,Mazowe - House,"$65,000",4 bedrooms,3 bathrooms,1350 m²,mazowe
2010,2010,Arlington - House,"$150,000",3 bedrooms,2 bathrooms,300 m²,harare south
2011,2011,Eastlea - House,"$320,000",4 bedrooms,2 bathrooms,1500 m²,harare east
2012,2012,Borrowdale - House,"$525,000",4 bedrooms,not stated,4000 m²,harare north
2013,2013,"Greencroft - House, Townhouse Complex","$160,000",3 bedrooms,2 bathrooms,1300 m²,harare west
2014,2014,Marondera - House,"$40,000",3 bedrooms,2 bathrooms,1000 m²,marondera
2015,2015,"Airport - House, Townhouse Complex","$145,000",4 bedrooms,2 bathrooms,600 m²,harare south
2016,2016,Tynwald - House,"$130,000",4 bedrooms,not stated,400 m²,harare west
2017,2017,Kuwadzana - House,"$38,000",4 bedrooms,not stated,200 m²,harare high density
2018,2018,Madokero - House,"$90,000",2 bedrooms,not stated,200 m²,harare west
2019,2019,Mt Pleasant Heights - House,"$200,000",4 bedrooms,not stated,3000 m²,harare west
2020,2020,Warren Park - House,"$50,000",4 bedrooms,1 bathrooms,300 m²,harare high density
2021,2021,Chitungwiza - House,"$30,000",3 bedrooms,1 bathrooms,300 m²,chitungwiza
2022,2022,Madokero - House,"$85,000",3 bedrooms,not stated,400 m²,harare west
2023,2023,Kuwadzana - House,"$43,000",4 bedrooms,1 bathrooms,300 m²,harare high density
2024,2024,Glen View - House,"$35,000",4 bedrooms,not stated,250 m²,harare high density
2025,2025,Ruwa - House,"$65,000",4 bedrooms,2 bathrooms,600 m²,ruwa
2026,2026,Glen View - House,"$25,000",3 bedrooms,not stated,200 m²,harare high density
2027,2027,Rydale Ridge Park - House,"$78,000",4 bedrooms,not stated,350 m²,harare west
2028,2028,Mkoba - House,"$30,000",3 bedrooms,not stated,300 m²,gweru
2029,2029,Westgate - House,"$220,000",4 bedrooms,3 bathrooms,861 m²,harare west
2030,2030,Hogerty Hill - Townhouse Complex,"$400,000",5 bedrooms,4 bathrooms,3800 m²,harare north
